id,title,date4,time3,author,counts,sometext,category,date2
132,Первый полноценный трейлер сериала Swamp Thing / «Болотная тварь» для DC Universe от автора «Аквамена» Джеймса Вана,2019-05-29,Обновлено: 29.05.2019 в 11:58,Сергей Кулеш,29,"После пары тизеров сервис DC Universe наконец опубликовал полноценный трейлер сериала Swamp Thing / «Болотная тварь», снятого по одноименному комиксу. Исполнительным продюсером выступил Джеймс Ван,…","
Блоги
",11:58 AM 29/05/2019
135,Ультрапортативный ноутбук-трансформер ASUS ZenBook Flip 14 получит APU AMD Ryzen 5 3500U и Ryzen 7 3700U,2019-05-29,Обновлено: 29.05.2019 в 10:59,Владимир Скрипин,9,"Ультрапортативный 14-дюймовый ноутбук-трансформер ZenBook Flip 14, сочетающий в себе технологии перьевого и сенсорного ввода «мультитач» (multi-touch), занимает видное место в ассортименте ASUS. Сейчас…","
Новости
",10:11 AM 29/05/2019
122,Металл больше не в моде. Intel предлагает использовать основным материалом для корпусов двухэкранных ноутбуков… текстиль,2019-05-29,Обновлено: 29.05.2019 в 18:04,Владимир Скрипин,114,"Параллельно с впечатляющим игровым ноутбуком Honeycomb Glacier, о котором мы уже рассказали в одной из сегодняшней новостей, в недрах лабораторий Intel в Санта-Кларе ведется разработка еще нескольких…","
Новости
",04:35 PM 29/05/2019
128,"Konami объявила полный список игр, которые войдут в ретро-подборку Contra Anniversary Collection",2019-05-29,Обновлено: 29.05.2019 в 13:39,Сергей Кулеш,23,"Японский разработчик игр Konami решил порадовать фанатов ретро-гейминга подборкой игр Contra Anniversary Collection. Коллекция выйдет летом на всех популярных игровых платформах, включая PlayStation 4, Xbox One, Nintendo…","
Блоги
",01:29 PM 29/05/2019
150,"Не только кожа, но и дерево. HP начала использовать в отделке ноутбуков вставки из натурального дерева",2019-05-28,Обновлено: 28.05.2019 в 16:41,Владимир Скрипин,32,"Крупнейшая компьютерная выставка Computex 2019 в Тайбэе как раз в самом разгаре, и поток анонсов новых устройств продолжает бить ключом. Вчера россыпью новых мобильных компьютеров щеголяла ASUS, а…","
Новости
",04:41 PM 28/05/2019
160,"Смартфоны Redmi K20 и Redmi K20 Pro представлены официально: базовый на Snapdragon 730 стоит от $289, а продвинутый на Snapdragon 855 — от $362",2019-05-28,Обновлено: 28.05.2019 в 14:01,Владимир Скрипин,383,Компания Xiaomi буквально только что завершила презентацию новых смартфонов серии Redmi K20: базового Redmi K20 и столь ожидаемого многими Redmi K20 Pro — того самого «большого дьявола» и «нового убийцы…,"
Новости
",01:09 PM 28/05/2019
169,Учёным удалось добиться нового температурного рекорда сверхпроводимости,2019-05-28,Обновлено: 28.05.2019 в 07:37,Игорь Мозуль,58,"Сверхпроводники могут проводить электричество без каких-либо потерь, но есть одно «но» – это действует только при очень низкой температуре. Однако исследователям из Института химии…","
Новости
",08:03 AM 28/05/2019
145,Wi-Fi Mesh: как это работает?,2019-05-28,Обновлено: 28.05.2019 в 18:23,Юрий Волков,100,Вездесущий Wi-Fi давно стал чем-то само собой разумеющимся и даже с приходом LTE мы не собираемся от него отказываться — все же для решения разных задач лучше подходят специфические инструменты.…,"
Статьи
",06:23 PM 28/05/2019
144,"HP обновила ноутбуки-трансформеры бизнес-класса EliteBook x360 с экранами диагональю 13,3 и 14 дюймов",2019-05-28,Обновлено: 28.05.2019 в 18:31,Владимир Скрипин,7,"Компания HP также привезла на проходящую в эти дни на Тайване выставку Computex 2019 обновленную линейку ноутбуков-трансформеров EliteBook x360, ориентированных на бизнес-пользователей. В продажу…","
Новости
",06:31 PM 28/05/2019
168,КБ «Южное» полно решимости вернуться на Байконур и проложить дорогу на мировой рынок запусков с новой ракетой «Маяк-С3.9» и модифицированным «Зенитом» с новым двигателем РД-815 вместо российского РД-171М,2019-05-28,Обновлено: 28.05.2019 в 08:55,Владимир Скрипин,140,Днепропетровское ГП «Конструкторское бюро «Южное» собирается в течение двух лет переоснастить ракету-носитель (РН) «Зенит» среднего класса новым украинским ракетным двигателем РД-815 вместо…,"
Новости
",08:40 AM 28/05/2019
163,Сервис курьерской доставки Glovo запустился в Виннице,2019-05-28,Обновлено: 28.05.2019 в 11:11,Сергей Кулеш,28,"Сервис курьерской доставки Glovo заработал в Виннице, которая стала шестым городом присутствия в Украине. На начальном этапе услугами сервиса могут воспользоваться жители центральной части…","
Новости
",11:11 AM 28/05/2019
148,"Vodafone составил цифровой портрет участника iForum 2019: киевлянин с высоким доходом, iPhone и любовью к соцсетям и онлайн-покупкам",2019-05-28,Обновлено: 28.05.2019 в 17:37,Сергей Кулеш,53,"На основе big data аналитики Vodafone представили портрет типичного участника интернет-форума iForum 2019. Им оказался киевлянин с высоким уровнем дохода, собственным авто и новым iPhone. Он часто бывает за…","
Новости
",05:03 PM 28/05/2019
147,"В Китае стартовали продажи компактного электромобиля BYD e1 с мощностью 45 кВт, батареей 32 кВтч, запасом хода 300 км и ценником от $8,6 тыс.",2019-05-28,Обновлено: 29.05.2019 в 12:04,Сергей Кулеш,162,"Китайская компания BYD недавно запустила в продажу компактный электромобиль BYD e1, который отличается весьма неплохими потребительскими характеристиками. В отличие от многочисленных…","
Новости
",05:35 PM 28/05/2019
153,"WWF запустил стрим, на котором в реальном времени разлагается пластиковая бутылка. Продолжительность трансляции составит примерно 450 лет",2019-05-28,Обновлено: 28.05.2019 в 17:09,Кирилл Иртлач,55,"Всемирный фонд дикой природы (WWF) нашел необычный способ достучаться до жителей планеты и властей тех стран, которые до сих пор используют пластик повсеместно в бытовых целях.…","
Блоги
",03:46 PM 28/05/2019
167,Microsoft делает преобразование текста в речь более доступным и вместе с Alphabet X открывает обучающие курсы по квантовым вычислениям,2019-05-28,Обновлено: 28.05.2019 в 12:01,Игорь Мозуль,4,"Microsoft совместно с группой китайских исследователей создала искусственный интеллект для преобразования текста в речь. Он способен генерировать реалистичную речь, используя 200 образцов…","
Новости
",09:15 AM 28/05/2019
158,Бюджетный смартфон Redmi 7A с аккумулятором на 4000 мА·ч оценили всего в $80,2019-05-28,Обновлено: 28.05.2019 в 14:19,Владимир Скрипин,31,"На презентации новых смартфонов Redmi K20 и Redmi K20 Pro, как мы уже упоминали, представители бренда Redmi поделились информацией о сроках начала продаж представленной на прошлой неделе модели Redmi 7A. Как…","
Новости
",02:18 PM 28/05/2019
155,"Обновлённые ноутбуки Alienware m15 и m17 стали тоньше, но в то же время мощнее",2019-05-28,Обновлено: 28.05.2019 в 15:19,Вадим Карпусь,5,"Ранее в этом году в рамках бренда Alienware был представлен игровой ноутбук Area-51m с новым дизайном. Во время проведения выставки Computex 2019 были показаны обновлённые модели Alienware m15 и m17, которые…","
Новости
",03:28 PM 28/05/2019
166,"«Ого, это еще что такое?». Пилоты ВМС США рассказали о встречах с НЛО",2019-05-28,Обновлено: 28.05.2019 в 11:33,Владимир Скрипин,257,"Судя по всему, в Пентагоне рассекретили очередную порцию архива документов об НЛО. На днях знаменитое американское издание The New York Times опубликовало еще один материал из этой серии, основанный…","
Новости
",10:18 AM 28/05/2019
143,Финальный сезон супергеройского сериала Jessica Jones / «Джессика Джонс» выйдет на Netflix 14 июня 2019 года [трейлер],2019-05-28,Обновлено: 28.05.2019 в 18:42,Сергей Кулеш,23,"В феврале текущего года Netflix официально закрыл сериал Jessica Jones / «Джессика Джонс», дав его создателям возможность завершить сюжетные линии в финальном третьем сезоне. Сегодня сервис…","
Блоги
",06:42 PM 28/05/2019
142,Новый гибридный планшет HP Elite x2 G4 для бизнеса с процессором Intel Whiskey Lake стоит минимум $1500,2019-05-28,Обновлено: 28.05.2019 в 20:47,Вадим Карпусь,20,"Компания HP обновила линейку гибридных устройств для бизнеса Elite x2, выпустив планшет HP Elite x2 G4. Эта новинка позиционируется в качестве самого компактного в мире разделяемого устройства для…","
Новости
",06:59 PM 28/05/2019
152,«Киевстар» подключил к сети 4G дополнительные 115 населённых пунктов,2019-05-28,Обновлено: 28.05.2019 в 15:40,Вадим Карпусь,29,"Оператор сотовой связи «Киевстар» сообщил об очередном расширении территорию сети 4G. Теперь высокоскоростная связь стала доступной жителям ещё 115 населённых пунктов в 10 областях Украины,…","
Новости
",04:03 PM 28/05/2019
161,Аркадная эпопея «198X» с пятью ретроиграми и драматичным сюжетом выйдет на ПК и PS4 20 июня [релизный трейлер],2019-05-28,Обновлено: 28.05.2019 в 12:35,Сергей Кулеш,25,"Разработчики необычной «аркадной эпопеи» 198X опубликовали релизный трейлер и объявили, что игра выйдет на платформах ПК и PS4 уже 20 июня (версии для Xbox One и Nintendo Switch появятся немного позже).…","
Блоги
",12:19 PM 28/05/2019
157,Электромобиль Honda e получит видеокамеры Side Camera Mirror System вместо обычных боковых зеркал даже в базовом оснащении,2019-05-28,Обновлено: 28.05.2019 в 14:27,Сергей Кулеш,60,"На прошлой неделе Honda открыла европейские предзаказы на электрохэтчбек Honda e, а сегодня сообщила, что вместо боковых зеркал модель получит фирменную систему на основе видеокамер Side Camera Mirror…","
Новости
",02:27 PM 28/05/2019
149,"Apple представила обновленный iPod touch с процессором A10 Fusion, поддержкой AR и памятью до 256 ГБ",2019-05-28,Обновлено: 28.05.2019 в 19:50,Сергей Кулеш,75,"Компания Apple наконец обновила плеер iPod touch, добавив в седьмое поколение модели более мощный процессор A10 Fusion и увеличив объем памяти до 256 ГБ. Отметим, что предыдущее шестое поколение iPod touch…","
Новости
",04:50 PM 28/05/2019
140,"Новый ультимативный ноутбук Gigabyte Aero 15 с безрамочным дисплеем AMOLED 4K адресован профессиональным фотографам, а для геймеров — вариант с ЖК экраном с поддержкой Full HD и 240 Гц",2019-05-28,Обновлено: 28.05.2019 в 20:41,Владимир Скрипин,34,"Ноутбуками, оснащенными экранами OLED, сегодня уже никого не удивить. Собственно, представленный вчера двухэкранный профессиональный ноутбук ASUS ZenBook Pro Duo оснащается дисплеем OLED диагональю 15,6…","
Новости
",08:41 PM 28/05/2019
139,Новые контроллеры питания Samsung с поддержкой USB Power Delivery 3.0 обеспечивают безопасную быструю зарядку мощностью 100 Вт,2019-05-28,Обновлено: 28.05.2019 в 21:23,Игорь Мозуль,79,"Компания Samsung представила два новых контроллера питания SE8A и MM101, которые соответствуют последним требованиям USB-PD 3.0. Оба поддерживают быструю зарядку мощностью до 100 Вт (20 В / 5 А), позволяют…","
Новости
",09:23 PM 28/05/2019
164,Австралийский подросток взломал Apple в надежде устроиться на работу в компанию,2019-05-28,Обновлено: 28.05.2019 в 10:32,Вадим Карпусь,34,"Подросток из Австралии очень хотел устроиться на работу в компанию Apple, и чтобы обратить внимание на свою персону, выбрал очень необычный метод. Он взломал Apple и признал себя виновным в…","
Новости
",10:47 AM 28/05/2019
159,"Intel рассказала о требованиях к ноутбукам следующего поколения (Project Athena): ультратонкий корпус, Core i5/i7, минимум 8 ГБ ОЗУ и NVMe-накопитель на 256 ГБ, 9 часов реальной автономности и другое",2019-05-28,Обновлено: 28.05.2019 в 16:56,Вадим Карпусь,27,"Около 8 лет назад компания Intel решила улучшить ноутбуки и ввела в обиход понятие «ультрабуки». Это были компактные и лёгкие устройства, которые при этом могли обеспечивать достаточный…","
Новости
",01:32 PM 28/05/2019
141,"SteelSeries представила механическую клавиатуру Apex Pro с магнитными переключателями OmniPoint, которые можно настраивать в диапазоне от 0,4 мм до 3,6 мм",2019-05-28,Обновлено: 28.05.2019 в 19:42,Сергей Кулеш,30,"В рамках выставки Computex 2019 компания SteelSeries представила геймерские клавиатуры Apex Pro и Apex Pro TKL (TenKeyLess), которые позволяют настроить под себя глубину хода клавиш до момента срабатывания. Благодаря…","
Новости
",07:42 PM 28/05/2019
162,Intel анонсировала мобильные процессоры Core 10-го поколения (Ice Lake) на базе 10-нм техпроцесса с улучшенной графикой Iris Plus,2019-05-28,Обновлено: 28.05.2019 в 18:23,Вадим Карпусь,61,"Совсем недавно Intel продемонстрировала свои новые производительные мобильные процессоры 9-го поколения, а теперь компания уже готова рассказать о своих будущих чипах 10-го поколения Ice Lake,…","
Новости
",11:27 AM 28/05/2019
154,HyperX представила геймерскую клавиатуру HyperX Alloy Origins с механическими переключателями собственной конструкции,2019-05-28,Обновлено: 28.05.2019 в 19:32,Сергей Кулеш,9,Компания HyperX в рамках выставки Computex 2019 представила HyperX Alloy Origins — свою первую игровую клавиатуру с механическими переключателями собственной конструкции. Большинство производителей…,"
Новости
",03:34 PM 28/05/2019
156,"RedmiBook 14 — первый ноутбук бренда Redmi: процессоры Intel Core 8-го поколения, видеокарта GeForce MX250, тонкие рамки вокруг дисплея, металлический корпус и цена от $579",2019-05-28,Обновлено: 28.05.2019 в 18:37,Владимир Скрипин,59,"Как и предполагалось, одновременно с новыми смартфонами Redmi K20 и Redmi K20 Pro компания Xiaomi представила новый ноутбук — первый в рамках бренда Redmi, который в начале года был выделен в независимую…","
Новости
",03:02 PM 28/05/2019
165,Обзор смартфона Honor 10i,2019-05-28,Обновлено: 28.05.2019 в 10:20,Игорь Сушон,39,"Недорогие смартфоны всегда перенимали флагманские возможности. То, что какое-то время назад появилось у топовых устройств, по истечении определённого срока должно появиться в среднем и…","
Обзоры
",10:20 AM 28/05/2019
151,"В Nissan заявили, что батареи электромобилей Leaf можно эксплуатировать более 20 лет, что вдвое дольше типичной эксплуатации самого электромобиля",2019-05-28,Обновлено: 28.05.2019 в 16:11,Сергей Кулеш,77,"Японский автопроизводитель Nissan заявил, что батареи в электромобилях компании рассчитаны на срок службы порядка 22 лет, что на 10-12 лет дольше, чем типичный срок эксплуатации автомобиля. Именно…","
Новости
",04:11 PM 28/05/2019
146,"HP создала модульный моноблочный компьютер Mini-in-One, поддерживающий возможность модернизации",2019-05-28,Обновлено: 28.05.2019 в 18:02,Вадим Карпусь,10,"Моноблочные компьютеры фактически представляют собой дисплей с интегрированными компьютерными компонентами. Такой подход позволяет экономить место на рабочем столе, но не обеспечивает…","
Новости
",06:02 PM 28/05/2019
19,Процессоры AMD Raven Ridge и Summit Ridge не будут работать на материнских платах с чипсетом X570,2019-05-27,Обновлено: 27.05.2019 в 14:13,Вадим Карпусь,56,"Процессорные платформы AMD, как правило, славятся своей обратной совместимостью. Зачастую материнские платы и процессоры, отличающиеся на несколько поколений, могут успешно работать друг с…","
Новости
",02:17 PM 27/05/2019
32,"iPad Air 2019: проще «прошки» 2017 года, но быстрее",2019-05-27,Обновлено: 24.05.2019 в 19:37,Тарас Мищенко,55,"Дебютировавший в 2013 году планшет iPad Air изначально позиционировался Apple в качестве флагманского устройства, но, пережив всего лишь одно обновление, уступил это звание iPad Pro. Тем не менее в Apple не…","
Обзоры
",09:30 AM 27/05/2019
11,"Илон Маск назвал концепцию цилиндров О’Нила, поддерживаемую Джеффом Безосом, «бессмысленной»",2019-05-27,Обновлено: 27.05.2019 в 16:28,Кирилл Иртлач,65,"В ходе презентации лунного модуля Blue Moon в середине мая Джефф Безос, самый богатый человек на Земле, призвал человечество переселяться в космос и колонизировать Солнечную систему, причем…","
Блоги
",05:05 PM 27/05/2019
7,Vodafone Украина временно закрыл возможность удаленно поменять SIM-карту для защиты от банковских мошенников,2019-05-27,Обновлено: 27.05.2019 в 17:57,Сергей Кулеш,38,"Оператор мобильной связи Vodafone Украина закрыл возможность поменять SIM-карту удаленно. Теперь для замены SIM абоненту оператора придется посетить фирменный магазин даже в том случае, если он…","
Новости
",05:50 PM 27/05/2019
22,Продажи смартфонов Redmi Note 7 преодолели рубеж в 10 млн штук за 129 дней,2019-05-27,Обновлено: 27.05.2019 в 13:34,Владимир Скрипин,99,"Все компании любят хвастаться успехами продаж своих продуктов, особенно часто среди производителей смартфонов это делает Xiaomi. И вот накануне завтрашнего анонса горячо ожидаемых многими…","
Новости
",01:33 PM 27/05/2019
20,"«Ребята, давайте жить дружно»: британские ученые научили робомобили координировать между собой маневры",2019-05-27,Обновлено: 27.05.2019 в 12:49,Кирилл Иртлач,8,"Исследователи из Кембриджского университета разработали алгоритм, позволяющий беспилотным авто принимать во внимание маневры друг друга. Результаты исследования впечатляют: тесты с…","
Блоги
",01:49 PM 27/05/2019
33,AMD Ryzen 3000 — первые в мире семинанометровые CPU для настольных систем. Флагман линейки Ryzen 9 3900X (12 ядер и 24 потока) оценили в $499,2019-05-27,Обновлено: 27.05.2019 в 09:18,Владимир Скрипин,188,Сегодня на специальном мероприятии в преддверии выставки Computex 2019 компания AMD официально анонсировала долгожданные процессоры AMD Ryzen третьего поколения (Ryzen 3000) на новой архитектуре Zen 2 с…,"
Новости
",08:48 AM 27/05/2019
13,Computex 2019: ASUS ZenBook Pro Duo — экстравагантный ноутбук с двумя сенсорными экранами разрешением 4K,2019-05-27,Обновлено: 27.05.2019 в 16:26,Владимир Скрипин,40,"Конечно же ASUS приготовила к выставке Computex 2019, проходящей на родине тайваньского производителя, несколько новинок. Пожалуй, самая необычная — это новый профессиональный ноутбук ZenBook Pro Duo, с…","
Новости
",04:21 PM 27/05/2019
14,«Аладдин» от Гая Ричи с Уиллом Смитом собрал более $200 млн в первый уикэнд проката,2019-05-27,Обновлено: 27.05.2019 в 16:14,Сергей Кулеш,22,"Киноадаптация мультфильма Aladdin / «Аладдин» от Гая Ричи с Уиллом Смитом в роли Джинна показала весьма неплохой первый уикэнд, собрав в прокате более $200 млн. В Северной Америке фильм собрал $86,1…","
Блоги
",03:59 PM 27/05/2019
27,"Новые архитектуры ARM Mali-G77 и Cortex-A77 обещают существенный прирост производительности, особенно в задачах ИИ",2019-05-27,Обновлено: 27.05.2019 в 14:46,Вадим Карпусь,15,"В рамках открытия выставки Computex 2019 компания ARM представила две новые архитектуры чипов, которые обещают гигантские скачки в производительности, особенно для обработки задач искусственного…","
Новости
",11:20 AM 27/05/2019
2,Acer и Razer оснастили профессиональные ноутбуки видеокартами NVIDIA Quadro RTX 5000,2019-05-27,Обновлено: 27.05.2019 в 19:20,Вадим Карпусь,0,"Ранее в этом году компания Acer анонсировала линейку высокопроизводительных ноутбуков ConceptD, которые могли бы конкурировать с MacBook Pro. Изначально модель ConceptD 7 оснащалась видеокартами NVIDIA GeForce…","
Новости
",07:20 PM 27/05/2019
16,Tesla начала ограничивать заряд батарей до 80% емкости на самых загруженных станциях Supercharger (ограничение затронуло 17% всех станций в США),2019-05-27,Обновлено: 28.05.2019 в 09:23,Сергей Кулеш,64,"Компания Tesla не перестает заниматься оптимизацией своих предложений и сервисов, на этот раз решив ограничить заряд электромобилей до 80% емкости батарей на самых загруженных станциях Supercharger.…","
Новости
",03:13 PM 27/05/2019
31,AMD анонсировала новые видеокарты Radeon RX 5700 на 7-нм GPU Navi,2019-05-27,Обновлено: 27.05.2019 в 11:09,Вадим Карпусь,33,"Медленно, но уверенно, компания AMD продвигается на пути создания высокопроизводительных топовых видеокарт. Новая графическая архитектура следующего поколения под названием Navi в скором…","
Новости
",09:32 AM 27/05/2019
9,"ASUS представила обновленные ноутбуки ZenBook 13, 14 и 15 со скринпадом второго поколения и юбилейную модель ZenBook Edition 30, украшенную кожей и золотом",2019-05-27,Обновлено: 27.05.2019 в 17:45,Владимир Скрипин,11,"К выставке Computex 2019 компания ASUS подготовила целую россыпь новых мобильных компьютеров. О необычных ZenBook Pro Duo и ZenBook Duo с двумя экранами мы уже рассказали в предыдущей заметке, как и о новых ASUS…","
Новости
",05:42 PM 27/05/2019
1,NVIDIA анонсировала Quake II RTX. Ремастер выйдет уже 6 июня,2019-05-27,Обновлено: 27.05.2019 в 19:22,Кирилл Иртлач,118,"Компания Nvidia выложила в сеть анонсирующий трейлер Quake II RTX — ремастера легендарного шутера от первого лица на API Vulkan. Как сообщается, в игру добавили поддержку технологии трассировки лучей,…","
Блоги
",07:39 PM 27/05/2019
28,"Хакеры вывели из строя компьютерные системы госучреждений Балтимора с помощью разработки АНБ, использовавшейся в атаках WannaCry и NotPetya в 2017 году",2019-05-27,Обновлено: 27.05.2019 в 10:45,Владимир Скрипин,17,"С 7 мая власти города Балтимор в Мэриленде страдают от нападений хакеров. Злоумышленники провели серию атак, в результате которых из строя были выведены тысячи служебных компьютеров,…","
Новости
",10:40 AM 27/05/2019
35,Best Buy отменил все предзаказы на складной смартфон Galaxy Fold,2019-05-27,Обновлено: 27.05.2019 в 08:58,Кирилл Иртлач,42,Крупнейший ритейлер потребительской бытовой электроники на рынке США и Канады Best Buy отменил все оформленные предзаказы на Galaxy Fold — складной смартфон от Samsung. Причиной отмены всех…,"
Блоги
",07:37 AM 27/05/2019
5,"Новый бюджетный смартфон Samsung Galaxy M40 представят 11 июня: SoC Snapdragon 675, 6/128 ГБ, экран Infinity-O, тройная камера и батарея на 5000 мА·ч — за $290",2019-05-27,Обновлено: 27.05.2019 в 18:33,Владимир Скрипин,100,"Смартфоны Samsung Galaxy M показали, что компания кардинально пересмотрела свой подход к бюджетным моделям, сделав их очень привлекательными на фоне конкурирующих предложений. К настоящему…","
Новости
",06:33 PM 27/05/2019
17,"Китайцы изготовили прототип поезда-маглева, развивающего скорость свыше 600 км/ч",2019-05-27,Обновлено: 27.05.2019 в 22:14,Владимир Скрипин,27,"Примерно две недели назад японская железнодорожная компания East Japan Railway представила новое поколение поезда-пули Alfa X, способного развивать скорость до 400 км/ч. Рассказывая о новейшем…","
Новости
",02:54 PM 27/05/2019
23,Tesla заблокировала некоторые функции в самой доступной версии электромобиля Model 3,2019-05-27,Обновлено: 27.05.2019 в 12:51,Вадим Карпусь,206,"Компания Tesla начала блокировать некоторые функции в самой доступной модификации электромобиля Model 3. Ранее при покупке версии Standard Range Model 3 фактически предлагался автомобиль, в плане…","
Новости
",01:09 PM 27/05/2019
15,"Microsoft заявила, что в рамках Project xCloud будут доступны 3500 игр, в данный момент стриминговый сервис тестируют сотрудники и геймстудии",2019-05-27,Обновлено: 27.05.2019 в 15:03,Сергей Кулеш,19,"В преддверии начала открытого бета-тестирования сервиса Project xCloud компания Microsoft раскрыла несколько новых подробностей о его функциональности. Оказывается, в данный момент игровой…","
Новости
",03:30 PM 27/05/2019
34,Дыра в безопасности macOS позволяет злоумышленникам обойти встроенную защиту при установке приложения не из App Store,2019-05-27,Обновлено: 27.05.2019 в 07:48,Игорь Мозуль,21,"Apple, вероятно, столкнулась с очередной уязвимостью технологии Gatekeeper, которая обеспечивает запуск только доверенного программного обеспечения на компьютере Mac. Исследователь безопасности…","
Новости
",08:14 AM 27/05/2019
18,"Илон Маск устроил гонку между электрокарами Tesla в тоннеле Loop и на поверхности. Эксперты, однако, назвали эксперимент необъективным",2019-05-27,Обновлено: 27.05.2019 в 14:13,Кирилл Иртлач,27,"Предприятие по прокладке тоннелей The Boring Company опубликовало видео, на котором два автомобиля Tesla соревнуются в преодолении двухкилометрового отрезка — при этом один электрокар движется по…","
Блоги
",02:37 PM 27/05/2019
12,Анонсированы ноутбуки ASUS VivoBook S14 и S15 с улучшенным вспомогательным сенсорным дисплеем ScreenPad 2.0,2019-05-27,Обновлено: 28.05.2019 в 15:21,Вадим Карпусь,8,"Компания ASUS подготовила к выпуску пару новых ультрапортативных ноутбуков VivoBook S14 (модели S431 и S432) и VivoBook S15 (модели S531 и S532). Особенностью этих новинок является наличие технологии ASUS ScreenPad 2.0,…","
Новости
",04:40 PM 27/05/2019
3,Сингапурские инженеры представили технологию быстрой печати уборных,2019-05-27,Обновлено: 27.05.2019 в 18:35,Кирилл Иртлач,30,"Сингапурские инженеры из Наньянского технологического университета представили технологию быстрой 3D-печати небольших помещений, в частности, модульных уборных. Как сообщается, секрет…","
Блоги
",07:18 PM 27/05/2019
6,"К 2025 году в Индии хотят электрифицировать все двухколесные и трехколесные средства передвижения — мотоциклы, скутеры, моторикши и т.д.",2019-05-27,Обновлено: 27.05.2019 в 18:28,Сергей Кулеш,28,"В Индии рассматривают возможность в ближайшие 6-8 лет электрифицировать все двухколесные и трехколесные средства передвижения, включая скутеры, мотоциклы и моторикши, для того чтобы…","
Новости
",06:26 PM 27/05/2019
8,Тест-драйв Citroen Berlingo: практичность плюс стиль,2019-05-27,Обновлено: 27.05.2019 в 17:43,Роман Мельниченко,61,"Сходу: я считаю новый Citroen Berlingo одним из самых красивых в сегменте «вэнов-фургонов-бусов». Но ведь на красоте далеко не уедешь: в данном классе важна практичность, экономичность, надежность,…","
Статьи
",05:43 PM 27/05/2019
24,КГГА: В июне на всех станциях киевского метро заработают камеры видеонаблюдения,2019-05-27,Обновлено: 27.05.2019 в 12:52,Сергей Кулеш,30,"Директор департамента информационно-коммуникационных технологий КГГА Юрий Назаров рассказал в интервью DATA.UA, что установленные в столичном метрополитене камеры видеонаблюдения…","
Новости
",12:52 PM 27/05/2019
10,ASUS представила первый в мире портативный монитор с частотой обновления 240 Гц,2019-05-27,Обновлено: 27.05.2019 в 17:03,Вадим Карпусь,18,"На выставке Computex 2019 компания ASUS показала ряд новых дисплеев, которые будут использоваться в ноутбуках серии Republic of Gamers (ROG). Как отмечает производитель, игровые модели Strix SCAR III и Hero III — это…","
Новости
",05:29 PM 27/05/2019
25,"Lenovo анонсировала первый в мире ноутбук на 7-нм SoC Snapdragon 8cx с модемом Snapdragon X55 5G, которая в первых тестах опережает Intel Core i5-8250U",2019-05-27,Обновлено: 27.05.2019 в 12:48,Владимир Скрипин,35,"В конце прошлого года Qualcomm представила высокопроизводительную семинанометровую Snapdragon 8cx для нового поколения ноутбуков с Windows 10 on ARM. Напомним, речь о мобильных ПК категории Always Connected PC,…","
Новости
",12:48 PM 27/05/2019
21,Ryanair наконец-то запустил украиноязычную версию сайта,2019-05-27,Обновлено: 27.05.2019 в 13:50,Владимир Скрипин,76,Ирландская бюджетная авиакомпания Ryanair после семи месяцев работы на украинском рынке наконец-то запустила украиноязычную версию официального сайта. В числе первых на это обратил внимание…,"
Новости
",01:44 PM 27/05/2019
29,"IKEA борется с перекупщиками, сканируя активность мозга потенциальных покупателей эксклюзивных предметов",2019-05-27,Обновлено: 27.05.2019 в 10:22,Кирилл Иртлач,54,"В апреле 2019 года IKEA представила ограниченную коллекцию ковров Art Collection, эскизы для которой создали восемь известных дизайнеров, в частности, арт-директор мужской линии Louis Vuitton Вирджил Абло,…","
Блоги
",10:22 AM 27/05/2019
26,"Галерея дня: новые флагманские платы ASUS, GIGABYTE и MSI на новом чипсете AMD X570 для 7-нм процессоров Ryzen 3000 [Computex 2019]",2019-05-27,Обновлено: 27.05.2019 в 12:09,Владимир Скрипин,28,"Как известно, сегодня наконец были представлены настольные процессоры AMD Ryzen третьего поколения, которые несмотря на переход на новую архитектуру и новый техпроцесс, сохранили…","
Новости
",12:07 PM 27/05/2019
4,"NVIDIA анонсировала ноутбуки RTX Studio, предназначенные для создателей контента",2019-05-27,Обновлено: 27.05.2019 в 18:35,Вадим Карпусь,2,"Во время проведения выставки Computex 2019 компания NVIDIA анонсировала новую инициативу, ориентированную на создателей цифрового контента. В рамках инициативы NVIDIA RTX Studio предлагаются набор API, SDK и…","
Новости
",06:50 PM 27/05/2019
30,Microsoft прекращает сотрудничество с Huawei и больше не выдает китайской компании лицензий Windows на новые устройства,2019-05-27,Обновлено: 27.05.2019 в 10:47,Владимир Скрипин,302,"Как известно, недавно правительство США внесло Huawei в черный список компаний, с которыми американским фирмам запрещено вести бизнес. С тех пор от сотрудничества с китайской компанией…","
Новости
",09:59 AM 27/05/2019
44,Пролет 60 спутников проекта Starlink запечатлели на видео,2019-05-26,Обновлено: 26.05.2019 в 08:50,Кирилл Иртлач,130,"24 мая в 06:33 по Киеву SpaceX запустила спутники в рамках проекта Starlink. Голландскому астроному удалось рассчитать точное местоположение спутников и запечатлеть их на видео, когда те пролетали над…","
Блоги
",08:50 AM 26/05/2019
